1.364,1.32E-06
1.366,1.24E-05
1.368,1.43E-13
1.37,2.83E-07
1.372,2.66E-06
1.374,1.74E-04
1.376,2.49E-04
1.378,0.00107
1.38,7.90E-05
1.382,2.49E-06
1.384,5.98E-07
1.386,2.44E-06
1.388,3.90E-06
1.39,4.78E-04
1.392,2.31E-05
1.394,7.33E-05
1.396,6.13E-09
1.398,0.00123
1.4,3.15E-09
1.402,0.00178
1.404,7.18E-04
1.406,0.00199
1.408,0.0016
1.41,4.53E-04
1.412,0.00257
1.414,3.54E-04
1.416,0.03456
1.418,0.01318
1.42,0.00804
1.422,0.04502
1.424,0.01651
1.426,0.02703
1.428,0.00444
1.43,0.05991
1.432,0.00245
1.434,0.0204
1.436,0.03733
1.438,0.01291
1.44,0.03855
1.442,0.03536
1.444,0.06014
1.446,0.02249
1.448,0.11254
1.45,0.0267
1.452,0.06072
1.454,0.13384
1.456,0.08616
1.458,0.13273
1.46,0.08316
1.462,0.12708
1.464,0.1477
1.466,0.0635
1.468,0.07493
1.47,0.0484
1.472,0.04557
1.474,0.09477
1.476,0.06699
1.478,0.06182
1.48,0.05906
1.482,0.05697
1.484,0.13375
1.486,0.12008
1.488,0.09165
1.49,0.16993
1.492,0.15986
1.494,0.19794
1.496,0.16385
1.498,0.18437
1.5,0.24339
1.502,0.22688
1.504,0.15586
1.506,0.25026
1.508,0.23606
1.51,0.26269
1.512,0.25315
1.514,0.2193
1.516,0.24943
1.518,0.24489
1.52,0.25688
1.522,0.25617
1.524,0.26743
1.526,0.25977
1.528,0.27122
1.53,0.24789
1.532,0.27039
1.534,0.26122
1.536,0.26679
1.538,0.26427
1.54,0.25737
1.542,0.26165
1.544,0.26443
1.546,0.26705
1.548,0.2592
1.55,0.26226
1.552,0.26415
1.554,0.25727
1.556,0.25569
1.558,0.26093
1.56,0.25821
1.562,0.26003
1.564,0.25525
1.566,0.25506
1.568,0.24997
1.57,0.23497
1.572,0.23108
1.574,0.23464
1.576,0.2398
1.578,0.22854
1.58,0.23772
1.582,0.23508
1.584,0.24194
1.586,0.24838
1.588,0.24388
1.59,0.23486
1.592,0.24502
1.594,0.2489
1.596,0.23751
1.598,0.24693
1.6,0.23133
1.602,0.2178
1.604,0.22197
1.606,0.23453
1.608,0.22343
1.61,0.21146
1.612,0.22422
1.614,0.23162
1.616,0.22395
1.618,0.2366
1.62,0.22783
1.622,0.23081
1.624,0.23582
1.626,0.23294
1.628,0.23446
1.63,0.22984
1.632,0.23151
1.634,0.22628
1.636,0.22879
1.638,0.21393
1.64,0.20913
1.642,0.21467
1.644,0.21733
1.646,0.21147
1.648,0.21057
1.65,0.21902
1.652,0.21754
1.654,0.20991
1.656,0.21494
1.658,0.2187
1.66,0.21721
1.662,0.21313
1.664,0.21498
1.666,0.17411
1.668,0.20881
1.67,0.21573
1.672,0.20582
1.674,0.21002
1.676,0.20584
1.678,0.20365
1.68,0.20017
1.682,0.1983
1.684,0.19283
1.686,0.20476
1.688,0.20465
1.69,0.19991
1.692,0.20174
1.694,0.1995
1.696,0.20383
1.698,0.20207
1.7,0.19464
1.702,0.19874
1.704,0.19621
1.706,0.18963
1.708,0.18519
1.71,0.18316
1.712,0.1833
1.714,0.18442
1.716,0.18511
1.718,0.1845
1.72,0.18231
1.722,0.17862
1.724,0.17493
1.726,0.173
1.728,0.17225
1.73,0.16979
1.732,0.16398
1.734,0.15856
1.736,0.15835
1.738,0.1624
1.74,0.16405
1.742,0.15884
1.744,0.1523
1.746,0.15213
1.748,0.158
1.75,0.16162
1.752,0.15722
1.754,0.15067
1.756,0.1503
1.758,0.15538
1.76,0.15608
1.762,0.14588
1.764,0.13318
1.766,0.12958
1.768,0.13513
1.77,0.13831
1.772,0.13061
1.774,0.11768
1.776,0.10838
1.778,0.10398
1.78,0.09814
1.782,0.08688
1.784,0.07685
1.786,0.07687
1.788,0.08466
1.79,0.08683
1.792,0.07393
1.794,0.05426
1.796,0.04014
1.798,0.03455
1.8,0.03111
1.802,0.02478
1.804,0.01742
1.806,0.01251
1.808,0.01064
1.81,0.00948
1.812,0.00721
1.814,0.00442
1.816,0.00229
1.818,0.00124
1.82,9.66E-04
1.822,0.00111
1.824,0.00128
1.826,0.00108
1.828,5.17E-04
1.83,5.09E-06
1.832,-1.40E-04
1.834,-5.04E-05
1.836,3.66E-05
1.838,3.29E-05
1.84,6.13E-08
1.842,-8.67E-06
1.844,9.11E-07
1.846,8.75E-06
1.848,7.59E-06
1.85,2.93E-06
1.852,-1.24E-07
1.854,-5.30E-07
1.856,1.74E-06
1.858,6.01E-06
1.86,1.09E-05
1.862,1.51E-05
1.864,1.70E-05
1.866,1.53E-05
1.868,9.46E-06
1.87,2.61E-10
1.872,-1.03E-05
1.874,-9.28E-06
1.876,1.65E-05
1.878,5.65E-05
1.88,7.61E-05
1.882,5.52E-05
1.884,3.51E-05
1.886,7.01E-05
1.888,1.54E-04
1.89,2.20E-04
1.892,2.15E-04
1.894,1.61E-04
1.896,9.46E-05
1.898,3.82E-05
1.9,8.49E-07
1.902,-1.20E-05
1.904,-6.35E-06
1.906,8.65E-06
1.908,2.24E-05
1.91,2.27E-05
1.912,5.96E-06
1.914,3.28E-06
1.916,5.43E-05
1.918,1.92E-04
1.92,4.45E-04
1.922,7.85E-04
1.924,9.75E-04
1.926,7.47E-04
1.928,3.49E-04
1.93,5.45E-04
1.932,0.00179
1.934,0.00318
1.936,0.00354
1.938,0.00306
1.94,0.00324
1.942,0.00526
1.944,0.00871
1.946,0.01273
1.948,0.01596
1.95,0.01648
1.952,0.01342
1.954,0.01017
1.956,0.01105
1.958,0.01619
1.96,0.02157
1.962,0.02424
1.964,0.02628
1.966,0.03093
1.968,0.03883
1.97,0.04806
1.972,0.05678
1.974,0.06397
1.976,0.06884
1.978,0.07176
1.98,0.07423
1.982,0.07737
1.984,0.08046
1.986,0.08238
1.988,0.08319
1.99,0.08412
1.992,0.08547
1.994,0.08349
1.996,0.0737
1.998,0.05655
2,0.03749
2.002,0.02194
2.004,0.0143
2.006,0.0184
2.008,0.03047
2.01,0.03907
2.012,0.03618
2.014,0.02854
2.016,0.02631
2.018,0.03275
2.02,0.04424
2.022,0.05707
2.024,0.06845
2.026,0.0759
2.028,0.07982
2.03,0.08346
2.032,0.089
2.034,0.09384
2.036,0.09436
2.038,0.09101
2.04,0.08834
2.042,0.0894
2.044,0.09061
2.046,0.08693
2.048,0.07775
2.05,0.06689
2.052,0.05807
2.054,0.05381
2.056,0.05617
2.058,0.06304
2.06,0.06816
2.062,0.06699
2.064,0.06269
2.066,0.06022
2.068,0.06134
2.07,0.06471
2.072,0.06903
2.074,0.07382
2.076,0.07878
2.078,0.08311
2.08,0.08553
2.082,0.08531
2.084,0.08411
2.086,0.08411
2.088,0.08575
2.09,0.08778
2.092,0.08903
2.094,0.08901
2.096,0.08744
2.098,0.0853
2.1,0.08487
2.102,0.08751
2.104,0.09086
2.106,0.09175
2.108,0.08997
2.11,0.08832
2.112,0.08884
2.114,0.09011
2.116,0.08991
2.118,0.08804
2.12,0.08628
2.122,0.08604
2.124,0.08683
2.126,0.08769
2.128,0.08819
2.13,0.08842
2.132,0.08851
2.134,0.0886
2.136,0.08881
2.138,0.08913
2.14,0.08939
2.142,0.08938
2.144,0.08877
2.146,0.08723
2.148,0.0851
2.15,0.08337
2.152,0.08281
2.154,0.08319
2.156,0.08397
2.158,0.08429
2.16,0.08291
2.162,0.07931
2.164,0.07587
2.166,0.07556
2.168,0.07826
2.17,0.08078
2.172,0.08071
2.174,0.07952
2.176,0.07951
2.178,0.08066
2.18,0.0806
2.182,0.07778
2.184,0.07439
2.186,0.07343
2.188,0.07532
2.19,0.07791
2.192,0.07926
2.194,0.07881
2.196,0.07637
2.198,0.07283
2.2,0.07018
2.202,0.06994
2.204,0.07165
2.206,0.07436
2.208,0.07696
2.21,0.07817
2.212,0.07728
2.214,0.07567
2.216,0.07518
2.218,0.07599
2.22,0.07663
2.222,0.07599
2.224,0.07481
2.226,0.07426
2.228,0.0745
2.23,0.07473
2.232,0.07433
2.234,0.07361
2.236,0.07307
2.238,0.07273
2.24,0.07214
2.242,0.07103
2.244,0.07006
2.246,0.07008
2.248,0.07084
2.25,0.07103
2.252,0.06973
2.254,0.06773
2.256,0.06626
2.258,0.06581
2.26,0.06614
2.262,0.0669
2.264,0.06742
2.266,0.06699
2.268,0.06564
2.27,0.06414
2.272,0.06318
