wl,n,k
1.192,3.22396,0.06605
1.194,3.22368,0.06576
1.196,3.22339,0.06547
1.198,3.22311,0.06519
1.2,3.22283,0.0649
1.202,3.22256,0.06462
1.204,3.22228,0.06434
1.206,3.22201,0.06406
1.208,3.22173,0.06379
1.21,3.22146,0.06351
1.212,3.22119,0.06324
1.214,3.22093,0.06297
1.216,3.22066,0.0627
1.218,3.2204,0.06243
1.22,3.22013,0.06216
1.222,3.21987,0.0619
1.224,3.21961,0.06163
1.226,3.21935,0.06137
1.228,3.2191,0.06111
1.23,3.21884,0.06085
1.232,3.21858,0.0606
1.234,3.21833,0.06034
1.236,3.21808,0.06009
1.238,3.21783,0.05983
1.24,3.21758,0.05958
1.242,3.21733,0.05933
1.244,3.21708,0.05909
1.246,3.21683,0.05884
1.248,3.21659,0.0586
1.25,3.21634,0.05835
1.252,3.2161,0.05811
1.254,3.21586,0.05787
1.256,3.21562,0.05763
1.258,3.21538,0.05739
1.26,3.21514,0.05716
1.262,3.2149,0.05692
1.264,3.21466,0.05669
1.266,3.21442,0.05646
1.268,3.21418,0.05623
1.27,3.21395,0.056
1.272,3.21371,0.05577
1.274,3.21348,0.05554
1.276,3.21324,0.05531
1.278,3.21301,0.05509
1.28,3.21277,0.05487
1.282,3.21254,0.05464
1.284,3.21231,0.05442
1.286,3.21208,0.0542
1.288,3.21184,0.05398
1.29,3.21161,0.05377
1.292,3.21138,0.05355
1.294,3.21115,0.05333
1.296,3.21092,0.05312
1.298,3.21069,0.05291
1.3,3.21046,0.0527
1.302,3.21023,0.05248
1.304,3.21,0.05227
1.306,3.20977,0.05206
1.308,3.20954,0.05186
1.31,3.20931,0.05165
1.312,3.20908,0.05144
1.314,3.20885,0.05124
1.316,3.20862,0.05103
1.318,3.20839,0.05083
1.32,3.20816,0.05063
1.322,3.20793,0.05043
1.324,3.20771,0.05023
1.326,3.20748,0.05003
1.328,3.20725,0.04983
1.33,3.20702,0.04963
1.332,3.20679,0.04943
1.334,3.20656,0.04924
1.336,3.20633,0.04904
1.338,3.2061,0.04885
1.34,3.20587,0.04866
1.342,3.20564,0.04846
1.344,3.20541,0.04827
1.346,3.20519,0.04808
1.348,3.20496,0.04789
1.35,3.20473,0.0477
1.352,3.2045,0.04752
1.354,3.20427,0.04733
1.356,3.20405,0.04714
1.358,3.20382,0.04696
1.36,3.20359,0.04677
1.362,3.20336,0.04659
1.364,3.20314,0.04641
1.366,3.20291,0.04623
1.368,3.20269,0.04605
1.37,3.20246,0.04587
1.372,3.20223,0.04569
1.374,3.20201,0.04551
1.376,3.20178,0.04533
1.378,3.20156,0.04516
1.38,3.20133,0.04498
1.382,3.20111,0.04481
1.384,3.20088,0.04464
1.386,3.20066,0.04446
1.388,3.20044,0.04429
1.39,3.20021,0.04412
1.392,3.19999,0.04395
1.394,3.19977,0.04378
1.396,3.19954,0.04361
1.398,3.19932,0.04344
1.4,3.1991,0.04328
1.402,3.19888,0.04311
1.404,3.19866,0.04295
1.406,3.19844,0.04278
1.408,3.19822,0.04262
1.41,3.198,0.04246
1.412,3.19778,0.0423
1.414,3.19756,0.04213
1.416,3.19734,0.04197
1.418,3.19712,0.04182
1.42,3.19691,0.04166
1.422,3.19669,0.0415
1.424,3.19647,0.04134
1.426,3.19626,0.04119
1.428,3.19604,0.04103
1.43,3.19582,0.04088
1.432,3.19561,0.04072
1.434,3.1954,0.04057
1.436,3.19518,0.04042
1.438,3.19497,0.04027
1.44,3.19476,0.04012
1.442,3.19454,0.03997
1.444,3.19433,0.03982
1.446,3.19412,0.03967
1.448,3.19391,0.03952
1.45,3.1937,0.03938
1.452,3.19349,0.03923
1.454,3.19328,0.03909
1.456,3.19307,0.03894
1.458,3.19287,0.0388
1.46,3.19266,0.03866
1.462,3.19245,0.03851
1.464,3.19225,0.03837
1.466,3.19204,0.03823
1.468,3.19184,0.03809
1.47,3.19163,0.03795
1.472,3.19143,0.03781
1.474,3.19123,0.03768
1.476,3.19103,0.03754
1.478,3.19083,0.0374
1.48,3.19063,0.03727
1.482,3.19043,0.03714
1.484,3.19023,0.037
1.486,3.19003,0.03687
1.488,3.18983,0.03674
1.49,3.18964,0.0366
1.492,3.18944,0.03647
1.494,3.18924,0.03634
1.496,3.18905,0.03621
1.498,3.18886,0.03609
1.5,3.18866,0.03596
1.502,3.18847,0.03583
1.504,3.18828,0.0357
1.506,3.18809,0.03558
1.508,3.1879,0.03545
1.51,3.18771,0.03533
1.512,3.18752,0.0352
1.514,3.18734,0.03508
1.516,3.18715,0.03496
1.518,3.18696,0.03484
1.52,3.18678,0.03472
1.522,3.18659,0.03459
1.524,3.18641,0.03448
1.526,3.18623,0.03436
1.528,3.18604,0.03424
1.53,3.18586,0.03412
1.532,3.18568,0.034
1.534,3.1855,0.03388
1.536,3.18532,0.03377
1.538,3.18514,0.03365
1.54,3.18496,0.03354
1.542,3.18479,0.03342
1.544,3.18461,0.03331
1.546,3.18443,0.0332
1.548,3.18426,0.03308
1.55,3.18408,0.03297
1.552,3.18391,0.03286
1.554,3.18373,0.03275
1.556,3.18356,0.03264
1.558,3.18339,0.03253
1.56,3.18322,0.03242
1.562,3.18304,0.03231
1.564,3.18287,0.0322
1.566,3.1827,0.03209
1.568,3.18253,0.03199
1.57,3.18236,0.03188
1.572,3.1822,0.03177
1.574,3.18203,0.03167
1.576,3.18186,0.03156
1.578,3.18169,0.03146
1.58,3.18153,0.03135
1.582,3.18136,0.03125
1.584,3.1812,0.03114
1.586,3.18103,0.03104
1.588,3.18087,0.03094
1.59,3.1807,0.03083
1.592,3.18054,0.03073
1.594,3.18038,0.03063
1.596,3.18022,0.03053
1.598,3.18006,0.03043
1.6,3.17989,0.03033
1.602,3.17973,0.03023
1.604,3.17957,0.03013
1.606,3.17941,0.03003
1.608,3.17925,0.02993
1.61,3.1791,0.02983
1.612,3.17894,0.02974
1.614,3.17878,0.02964
1.616,3.17862,0.02954
1.618,3.17847,0.02944
1.62,3.17831,0.02935
1.622,3.17815,0.02925
1.624,3.178,0.02916
1.626,3.17784,0.02906
1.628,3.17769,0.02897
1.63,3.17753,0.02887
1.632,3.17738,0.02878
1.634,3.17723,0.02868
1.636,3.17707,0.02859
1.638,3.17692,0.02849
1.64,3.17677,0.0284
1.642,3.17661,0.02831
1.644,3.17646,0.02822
1.646,3.17631,0.02812
1.648,3.17616,0.02803
1.65,3.17601,0.02794
1.652,3.17586,0.02785
1.654,3.17571,0.02775
1.656,3.17556,0.02766
1.658,3.17541,0.02757
1.66,3.17526,0.02748
1.662,3.17511,0.02739
1.664,3.17496,0.0273
1.666,3.17482,0.02721
1.668,3.17467,0.02712
1.67,3.17452,0.02703
1.672,3.17437,0.02694
1.674,3.17423,0.02685
1.676,3.17408,0.02676
1.678,3.17393,0.02667
1.68,3.17379,0.02658
1.682,3.17364,0.02649
1.684,3.17349,0.02641
1.686,3.17335,0.02632
1.688,3.1732,0.02623
1.69,3.17306,0.02614
1.692,3.17291,0.02605
1.694,3.17277,0.02596
1.696,3.17262,0.02588
1.698,3.17248,0.02579
1.7,3.17233,0.0257
1.702,3.17219,0.02561
1.704,3.17205,0.02553
1.706,3.1719,0.02544
1.708,3.17176,0.02535
1.71,3.17162,0.02526
1.712,3.17147,0.02518
1.714,3.17133,0.02509
1.716,3.17119,0.025
1.718,3.17104,0.02491
1.72,3.1709,0.02483
1.722,3.17076,0.02474
1.724,3.17062,0.02465
1.726,3.17047,0.02457
1.728,3.17033,0.02448
1.73,3.17019,0.02439
1.732,3.17005,0.02431
1.734,3.16991,0.02422
1.736,3.16976,0.02413
1.738,3.16962,0.02404
1.74,3.16948,0.02396
1.742,3.16934,0.02387
1.744,3.1692,0.02378
1.746,3.16906,0.0237
1.748,3.16891,0.02361
1.75,3.16877,0.02352
1.752,3.16863,0.02343
1.754,3.16849,0.02335
1.756,3.16835,0.02326
1.758,3.16821,0.02317
1.76,3.16807,0.02309
1.762,3.16793,0.023
1.764,3.16778,0.02291
1.766,3.16764,0.02282
1.768,3.1675,0.02274
1.77,3.16736,0.02265
1.772,3.16722,0.02256
1.774,3.16708,0.02247
1.776,3.16694,0.02239
1.778,3.1668,0.0223
1.78,3.16666,0.02221
1.782,3.16652,0.02213
1.784,3.16638,0.02204
1.786,3.16624,0.02195
1.788,3.1661,0.02186
1.79,3.16596,0.02178
1.792,3.16581,0.02169
1.794,3.16567,0.0216
1.796,3.16553,0.02152
1.798,3.16539,0.02143
1.8,3.16525,0.02135
1.802,3.16511,0.02126
1.804,3.16497,0.02117
1.806,3.16484,0.02109
1.808,3.1647,0.021
1.81,3.16456,0.02092
1.812,3.16442,0.02083
1.814,3.16428,0.02075
1.816,3.16414,0.02066
1.818,3.164,0.02058
1.82,3.16386,0.02049
1.822,3.16372,0.02041
1.824,3.16358,0.02033
1.826,3.16344,0.02024
1.828,3.1633,0.02016
1.83,3.16316,0.02008
1.832,3.16303,0.01999
