wl,n,k
1.942,3.45347,4.53E-10
1.944,3.45339,4.55E-10
1.946,3.45332,4.58E-10
1.948,3.45324,4.61E-10
1.95,3.45316,4.63E-10
1.952,3.45309,4.66E-10
1.954,3.45301,4.68E-10
1.956,3.45293,4.71E-10
1.958,3.45286,4.74E-10
1.96,3.45278,4.76E-10
1.962,3.45271,4.79E-10
1.964,3.45263,4.81E-10
1.966,3.45256,4.84E-10
1.968,3.45248,4.87E-10
1.97,3.45241,4.89E-10
1.972,3.45234,4.92E-10
1.974,3.45226,4.94E-10
1.976,3.45219,4.97E-10
1.978,3.45212,4.99E-10
1.98,3.45204,5.02E-10
1.982,3.45197,5.05E-10
1.984,3.4519,5.07E-10
1.986,3.45183,5.10E-10
1.988,3.45176,5.12E-10
1.99,3.45169,5.15E-10
1.992,3.45162,5.17E-10
1.994,3.45155,5.20E-10
1.996,3.45148,5.22E-10
1.998,3.45141,5.25E-10
2,3.45134,5.27E-10
2.002,3.45127,5.30E-10
2.004,3.4512,5.32E-10
2.006,3.45113,5.35E-10
2.008,3.45107,5.37E-10
2.01,3.451,5.40E-10
2.012,3.45093,5.42E-10
2.014,3.45086,5.45E-10
2.016,3.4508,5.47E-10
2.018,3.45073,5.50E-10
2.02,3.45066,5.52E-10
2.022,3.4506,5.55E-10
2.024,3.45053,5.57E-10
2.026,3.45047,5.59E-10
2.028,3.4504,5.62E-10
2.03,3.45034,5.64E-10
2.032,3.45027,5.67E-10
2.034,3.45021,5.69E-10
2.036,3.45014,5.72E-10
2.038,3.45008,5.74E-10
2.04,3.45002,5.76E-10
2.042,3.44995,5.79E-10
2.044,3.44989,5.81E-10
2.046,3.44983,5.83E-10
2.048,3.44976,5.86E-10
2.05,3.4497,5.88E-10
2.052,3.44964,5.90E-10
2.054,3.44958,5.93E-10
2.056,3.44952,5.95E-10
2.058,3.44946,5.97E-10
2.06,3.4494,6.00E-10
2.062,3.44933,6.02E-10
2.064,3.44927,6.04E-10
2.066,3.44921,6.07E-10
2.068,3.44915,6.09E-10
2.07,3.4491,6.11E-10
2.072,3.44904,6.13E-10
2.074,3.44898,6.16E-10
2.076,3.44892,6.18E-10
2.078,3.44886,6.20E-10
2.08,3.4488,6.22E-10
2.082,3.44874,6.25E-10
2.084,3.44869,6.27E-10
2.086,3.44863,6.29E-10
2.088,3.44857,6.31E-10
2.09,3.44851,6.33E-10
2.092,3.44846,6.36E-10
2.094,3.4484,6.38E-10
2.096,3.44834,6.40E-10
2.098,3.44829,6.42E-10
2.1,3.44823,6.44E-10
2.102,3.44818,6.46E-10
2.104,3.44812,6.48E-10
2.106,3.44807,6.51E-10
2.108,3.44801,6.53E-10
2.11,3.44796,6.55E-10
2.112,3.4479,6.57E-10
2.114,3.44785,6.59E-10
2.116,3.44779,6.61E-10
2.118,3.44774,6.63E-10
2.12,3.44769,6.65E-10
2.122,3.44763,6.67E-10
2.124,3.44758,6.69E-10
2.126,3.44753,6.71E-10
2.128,3.44747,6.73E-10
2.13,3.44742,6.75E-10
2.132,3.44737,6.77E-10
2.134,3.44732,6.79E-10
2.136,3.44726,6.81E-10
2.138,3.44721,6.83E-10
2.14,3.44716,6.85E-10
2.142,3.44711,6.86E-10
2.144,3.44706,6.88E-10
2.146,3.44701,6.90E-10
2.148,3.44696,6.92E-10
2.15,3.44691,6.94E-10
2.152,3.44686,6.96E-10
2.154,3.44681,6.98E-10
2.156,3.44676,6.99E-10
2.158,3.44671,7.01E-10
2.16,3.44666,7.03E-10
2.162,3.44661,7.05E-10
2.164,3.44656,7.06E-10
2.166,3.44651,7.08E-10
2.168,3.44646,7.10E-10
2.17,3.44641,7.12E-10
2.172,3.44637,7.13E-10
2.174,3.44632,7.15E-10
2.176,3.44627,7.17E-10
2.178,3.44622,7.18E-10
2.18,3.44617,7.20E-10
2.182,3.44613,7.22E-10
2.184,3.44608,7.23E-10
2.186,3.44603,7.25E-10
2.188,3.44599,7.26E-10
2.19,3.44594,7.28E-10
2.192,3.44589,7.30E-10
2.194,3.44585,7.31E-10
2.196,3.4458,7.33E-10
2.198,3.44576,7.34E-10
2.2,3.44571,7.36E-10
2.202,3.44566,7.37E-10
2.204,3.44562,7.39E-10
2.206,3.44557,7.40E-10
2.208,3.44553,7.41E-10
2.21,3.44548,7.43E-10
2.212,3.44544,7.44E-10
2.214,3.44539,7.46E-10
2.216,3.44535,7.47E-10
2.218,3.44531,7.48E-10
2.22,3.44526,7.50E-10
2.222,3.44522,7.51E-10
2.224,3.44517,7.52E-10
2.226,3.44513,7.54E-10
2.228,3.44509,7.55E-10
2.23,3.44504,7.56E-10
2.232,3.445,7.57E-10
2.234,3.44496,7.59E-10
2.236,3.44491,7.60E-10
2.238,3.44487,7.61E-10
2.24,3.44483,7.62E-10
2.242,3.44479,7.63E-10
2.244,3.44474,7.65E-10
2.246,3.4447,7.66E-10
2.248,3.44466,7.67E-10
2.25,3.44462,7.68E-10
2.252,3.44458,7.69E-10
2.254,3.44453,7.70E-10
2.256,3.44449,7.71E-10
2.258,3.44445,7.72E-10
2.26,3.44441,7.73E-10
2.262,3.44437,7.74E-10
2.264,3.44433,7.75E-10
2.266,3.44429,7.76E-10
2.268,3.44425,7.77E-10
2.27,3.44421,7.78E-10
2.272,3.44417,7.79E-10
2.274,3.44413,7.79E-10
2.276,3.44409,7.80E-10
2.278,3.44405,7.81E-10
2.28,3.44401,7.82E-10
2.282,3.44397,7.83E-10
2.284,3.44393,7.83E-10
2.286,3.44389,7.84E-10
2.288,3.44385,7.85E-10
2.29,3.44381,7.86E-10
2.292,3.44377,7.86E-10
2.294,3.44373,7.87E-10
2.296,3.44369,7.88E-10
2.298,3.44365,7.88E-10
2.3,3.44361,7.89E-10
2.302,3.44357,7.89E-10
2.304,3.44354,7.90E-10
2.306,3.4435,7.90E-10
2.308,3.44346,7.91E-10
2.31,3.44342,7.92E-10
2.312,3.44338,7.92E-10
2.314,3.44335,7.92E-10
2.316,3.44331,7.93E-10
2.318,3.44327,7.93E-10
2.32,3.44323,7.94E-10
2.322,3.44319,7.94E-10
2.324,3.44316,7.94E-10
2.326,3.44312,7.95E-10
2.328,3.44308,7.95E-10
2.33,3.44304,7.95E-10
2.332,3.44301,7.96E-10
2.334,3.44297,7.96E-10
2.336,3.44293,7.96E-10
2.338,3.4429,7.96E-10
2.34,3.44286,7.96E-10
2.342,3.44282,7.97E-10
2.344,3.44279,7.97E-10
2.346,3.44275,7.97E-10
2.348,3.44271,7.97E-10
2.35,3.44268,7.97E-10
2.352,3.44264,7.97E-10
2.354,3.4426,7.97E-10
2.356,3.44257,7.97E-10
2.358,3.44253,7.97E-10
2.36,3.44249,7.97E-10
2.362,3.44246,7.97E-10
2.364,3.44242,7.97E-10
2.366,3.44239,7.97E-10
2.368,3.44235,7.97E-10
2.37,3.44232,7.96E-10
2.372,3.44228,7.96E-10
2.374,3.44224,7.96E-10
2.376,3.44221,7.96E-10
2.378,3.44217,7.95E-10
2.38,3.44214,7.95E-10
2.382,3.4421,7.95E-10
2.384,3.44207,7.94E-10
2.386,3.44203,7.94E-10
2.388,3.442,7.94E-10
2.39,3.44196,7.93E-10
2.392,3.44193,7.93E-10
2.394,3.44189,7.92E-10
2.396,3.44186,7.92E-10
2.398,3.44182,7.91E-10
2.4,3.44179,7.91E-10
2.402,3.44175,7.90E-10
2.404,3.44172,7.90E-10
2.406,3.44168,7.89E-10
2.408,3.44165,7.88E-10
2.41,3.44161,7.88E-10
2.412,3.44158,7.87E-10
2.414,3.44154,7.86E-10
2.416,3.44151,7.86E-10
2.418,3.44147,7.85E-10
2.42,3.44144,7.84E-10
2.422,3.4414,7.83E-10
2.424,3.44137,7.82E-10
2.426,3.44133,7.81E-10
2.428,3.4413,7.81E-10
2.43,3.44127,7.80E-10
2.432,3.44123,7.79E-10
2.434,3.4412,7.78E-10
2.436,3.44116,7.77E-10
2.438,3.44113,7.76E-10
2.44,3.44109,7.74E-10
2.442,3.44106,7.73E-10
2.444,3.44102,7.72E-10
2.446,3.44099,7.71E-10
2.448,3.44096,7.70E-10
2.45,3.44092,7.69E-10
2.452,3.44089,7.67E-10
2.454,3.44085,7.66E-10
2.456,3.44082,7.65E-10
2.458,3.44078,7.64E-10
2.46,3.44075,7.62E-10
2.462,3.44072,7.61E-10
2.464,3.44068,7.59E-10
2.466,3.44065,7.58E-10
2.468,3.44061,7.57E-10
2.47,3.44058,7.55E-10
2.472,3.44055,7.53E-10
2.474,3.44051,7.52E-10
2.476,3.44048,7.50E-10
2.478,3.44044,7.49E-10
2.48,3.44041,7.47E-10
2.482,3.44037,7.45E-10
2.484,3.44034,7.44E-10
2.486,3.44031,7.42E-10
2.488,3.44027,7.40E-10
2.49,3.44024,7.38E-10
2.492,3.4402,7.37E-10
2.494,3.44017,7.35E-10
2.496,3.44013,7.33E-10
2.498,3.4401,7.31E-10
2.5,3.44007,7.29E-10
8,3.4189,2.01E-05
8.1,3.41884,1.83E-05
8.2,3.41879,1.93E-05
8.3,3.41873,2.56E-05
8.4,3.41868,3.44E-05
8.5,3.41863,4.12E-05
8.6,3.41859,4.80E-05
8.7,3.41854,5.82E-05
8.8,3.4185,6.87E-05
8.9,3.41846,7.49E-05
9,3.41842,7.51E-05
9.1,3.41838,6.98E-05
9.2,3.41834,6.22E-05
9.3,3.4183,5.60E-05
9.4,3.41826,5.11E-05
9.5,3.41823,4.69E-05
9.6,3.4182,4.53E-05
9.7,3.41816,4.81E-05
9.8,3.41813,5.42E-05
9.9,3.4181,6.25E-05
10,3.41807,7.49E-05
10.1,3.41804,9.21E-05
10.2,3.41801,1.10E-04
10.3,3.41799,1.22E-04
10.4,3.41796,1.27E-04
10.5,3.41793,1.24E-04
10.6,3.41791,1.22E-04
10.7,3.41788,1.28E-04
10.8,3.41786,1.45E-04
10.9,3.41784,1.70E-04
11,3.41782,1.92E-04
11.1,3.41779,2.04E-04
11.2,3.41777,2.09E-04
11.3,3.41775,2.10E-04
11.4,3.41773,2.08E-04
11.5,3.41771,2.05E-04
11.6,3.41769,1.94E-04
11.7,3.41767,1.75E-04
11.8,3.41766,1.52E-04
11.9,3.41764,1.36E-04
12,3.41762,1.53E-04
12.1,3.4176,1.97E-04
12.2,3.41759,2.15E-04
12.3,3.41757,1.95E-04
12.4,3.41756,1.86E-04
12.5,3.41754,2.04E-04
12.6,3.41753,2.20E-04
12.7,3.41751,2.20E-04
12.8,3.4175,2.18E-04
12.9,3.41748,2.20E-04
13,3.41747,2.24E-04
