wl,n,k
1.322,2.29107,0.00E+00
1.324,2.29097,0.00E+00
1.326,2.29087,0.00E+00
1.328,2.29077,0.00E+00
1.33,2.29067,0.00E+00
1.332,2.29056,0.00E+00
1.334,2.29046,0.00E+00
1.336,2.29036,0.00E+00
1.338,2.29026,0.00E+00
1.34,2.29016,0.00E+00
1.342,2.29006,0.00E+00
1.344,2.28996,0.00E+00
1.346,2.28986,0.00E+00
1.348,2.28976,0.00E+00
1.35,2.28966,0.00E+00
1.352,2.28957,0.00E+00
1.354,2.28947,0.00E+00
1.356,2.28937,0.00E+00
1.358,2.28927,0.00E+00
1.36,2.28917,0.00E+00
1.362,2.28908,0.00E+00
1.364,2.28898,0.00E+00
1.366,2.28888,0.00E+00
1.368,2.28879,0.00E+00
1.37,2.28869,0.00E+00
1.372,2.28859,0.00E+00
1.374,2.2885,0.00E+00
1.376,2.2884,0.00E+00
1.378,2.28831,0.00E+00
1.38,2.28821,0.00E+00
1.382,2.28812,0.00E+00
1.384,2.28802,0.00E+00
1.386,2.28793,0.00E+00
1.388,2.28783,0.00E+00
1.39,2.28774,0.00E+00
1.392,2.28765,0.00E+00
1.394,2.28755,0.00E+00
1.396,2.28746,0.00E+00
1.398,2.28737,0.00E+00
1.4,2.28727,0.00E+00
1.402,2.28718,0.00E+00
1.404,2.28709,0.00E+00
1.406,2.287,0.00E+00
1.408,2.2869,0.00E+00
1.41,2.28681,0.00E+00
1.412,2.28672,0.00E+00
1.414,2.28663,0.00E+00
1.416,2.28654,0.00E+00
1.418,2.28645,0.00E+00
1.42,2.28636,0.00E+00
1.422,2.28627,0.00E+00
1.424,2.28618,0.00E+00
1.426,2.28608,0.00E+00
1.428,2.28599,0.00E+00
1.43,2.28591,0.00E+00
1.432,2.28582,0.00E+00
1.434,2.28573,0.00E+00
1.436,2.28564,0.00E+00
1.438,2.28555,0.00E+00
1.44,2.28546,0.00E+00
1.442,2.28537,0.00E+00
1.444,2.28528,0.00E+00
1.446,2.28519,0.00E+00
1.448,2.28511,0.00E+00
1.45,2.28502,0.00E+00
1.452,2.28493,0.00E+00
1.454,2.28484,6.38E-307
1.456,2.28476,2.31E-306
1.458,2.28467,3.98E-306
1.46,2.28458,5.65E-306
1.462,2.2845,7.33E-306
1.464,2.28441,9.00E-306
1.466,2.28432,1.07E-305
1.468,2.28424,1.23E-305
1.47,2.28415,1.40E-305
1.472,2.28406,1.57E-305
1.474,2.28398,1.74E-305
1.476,2.28389,1.90E-305
1.478,2.28381,2.07E-305
1.48,2.28372,2.24E-305
1.482,2.28364,2.40E-305
1.484,2.28355,2.57E-305
1.486,2.28347,2.74E-305
1.488,2.28338,7.97E-302
1.49,2.2833,2.54E-301
1.492,2.28322,4.29E-301
