wl,n,k
1.836,2.2868,0.00E+00
1.838,2.2869,0.00E+00
1.84,2.287,0.00E+00
1.842,2.287,0.00E+00
1.844,2.287,0.00E+00
1.846,2.287,0.00E+00
1.848,2.287,0.00E+00
1.85,2.287,0.00E+00
1.852,2.287,0.00E+00
1.854,2.287,0.00E+00
1.856,2.287,0.00E+00
1.858,2.287,0.00E+00
1.86,2.287,0.00E+00
1.862,2.287,0.00E+00
1.864,2.287,0.00E+00
1.866,2.287,0.00E+00
1.868,2.287,0.00E+00
1.87,2.287,0.00E+00
1.872,2.287,0.00E+00
1.874,2.287,0.00E+00
1.876,2.287,0.00E+00
1.878,2.287,0.00E+00
1.88,2.287,0.00E+00
1.882,2.287,0.00E+00
1.884,2.287,0.00E+00
1.886,2.287,0.00E+00
1.888,2.287,0.00E+00
1.89,2.287,0.00E+00
1.892,2.287,0.00E+00
1.894,2.287,0.00E+00
1.896,2.287,0.00E+00
1.898,2.287,0.00E+00
1.9,2.287,0.00E+00
1.902,2.287,0.00E+00
1.904,2.287,0.00E+00
1.906,2.287,0.00E+00
1.908,2.287,0.00E+00
1.91,2.287,0.00E+00
1.912,2.287,0.00E+00
1.914,2.287,0.00E+00
1.916,2.287,0.00E+00
1.918,2.287,0.00E+00
1.92,2.287,0.00E+00
1.922,2.287,0.00E+00
1.924,2.287,0.00E+00
1.926,2.287,0.00E+00
1.928,2.287,0.00E+00
1.93,2.287,0.00E+00
1.932,2.287,0.00E+00
1.934,2.287,0.00E+00
1.936,2.287,0.00E+00
1.938,2.287,0.00E+00
1.94,2.287,0.00E+00
1.942,2.2869,0.00E+00
1.944,2.2868,0.00E+00
1.946,2.2867,0.00E+00
1.948,2.2866,0.00E+00
1.95,2.2865,0.00E+00
1.952,2.2864,0.00E+00
1.954,2.2863,0.00E+00
1.956,2.2862,0.00E+00
1.958,2.2861,0.00E+00
1.96,2.286,0.00E+00
1.962,2.286,0.00E+00
1.964,2.286,0.00E+00
1.966,2.286,0.00E+00
1.968,2.286,0.00E+00
1.97,2.286,0.00E+00
1.972,2.286,0.00E+00
1.974,2.286,0.00E+00
1.976,2.286,0.00E+00
1.978,2.286,0.00E+00
1.98,2.286,0.00E+00
1.982,2.2859,0.00E+00
1.984,2.2858,0.00E+00
1.986,2.2857,0.00E+00
1.988,2.2856,0.00E+00
1.99,2.2855,0.00E+00
1.992,2.2854,0.00E+00
1.994,2.2853,0.00E+00
1.996,2.2852,0.00E+00
1.998,2.2851,0.00E+00
2,2.285,0.00E+00
2.002,2.285,0.00E+00
2.004,2.285,0.00E+00
2.006,2.285,0.00E+00
2.008,2.285,0.00E+00
2.01,2.285,0.00E+00
2.012,2.285,0.00E+00
2.014,2.285,0.00E+00
2.016,2.285,0.00E+00
2.018,2.285,0.00E+00
2.02,2.285,0.00E+00
2.022,2.2849,0.00E+00
2.024,2.2848,0.00E+00
2.026,2.2847,0.00E+00
2.028,2.2846,0.00E+00
2.03,2.2845,0.00E+00
2.032,2.2844,0.00E+00
2.034,2.2843,0.00E+00
2.036,2.2842,0.00E+00
2.038,2.2841,0.00E+00
2.04,2.284,0.00E+00
2.042,2.284,0.00E+00
2.044,2.284,0.00E+00
2.046,2.284,0.00E+00
2.048,2.284,0.00E+00
2.05,2.284,0.00E+00
2.052,2.284,0.00E+00
2.054,2.284,0.00E+00
2.056,2.284,0.00E+00
2.058,2.284,0.00E+00
2.06,2.284,0.00E+00
2.062,2.2839,0.00E+00
2.064,2.2838,0.00E+00
2.066,2.2837,0.00E+00
2.068,2.2836,0.00E+00
2.07,2.2835,0.00E+00
2.072,2.2834,0.00E+00
2.074,2.2833,0.00E+00
2.076,2.2832,0.00E+00
2.078,2.2831,0.00E+00
2.08,2.283,0.00E+00
2.082,2.2828,0.00E+00
